Date,Last trade price,Max,Min,Avg.Price,%chg.,Volume,Turnover in BEST in denars,Total turnover in denars
03/27/2019,900.0,nan,nan,900.0,0.0,0,0.0,0.0
03/28/2019,900.0,nan,nan,900.0,0.0,0,0.0,0.0
03/29/2019,900.0,nan,nan,900.0,0.0,0,0.0,0.0
04/01/2019,900.0,nan,nan,900.0,0.0,0,0.0,0.0
04/02/2019,900.0,nan,nan,900.0,0.0,0,0.0,0.0
04/03/2019,900.0,nan,nan,900.0,0.0,0,0.0,0.0
04/04/2019,810.0,810.0,810.0,810.0,-10.0,205,166050.0,166050.0
04/05/2019,810.0,nan,nan,810.0,0.0,0,0.0,0.0
04/08/2019,810.0,nan,nan,810.0,0.0,0,0.0,0.0
04/09/2019,810.0,nan,nan,810.0,0.0,0,0.0,0.0
04/10/2019,810.0,nan,nan,810.0,0.0,0,0.0,0.0
04/11/2019,810.0,nan,nan,810.0,0.0,0,0.0,0.0
04/12/2019,810.0,nan,nan,810.0,0.0,0,0.0,0.0
04/15/2019,810.0,nan,nan,810.0,0.0,0,0.0,0.0
04/16/2019,810.0,nan,nan,810.0,0.0,0,0.0,0.0
04/17/2019,810.0,nan,nan,810.0,0.0,0,0.0,0.0
04/18/2019,810.0,nan,nan,810.0,0.0,0,0.0,0.0
04/19/2019,800.0,801.0,800.0,800.53,-1.17,94,75250.0,75250.0
04/22/2019,800.0,nan,nan,800.53,0.0,0,0.0,0.0
04/23/2019,800.0,nan,nan,800.53,0.0,0,0.0,0.0
04/24/2019,800.0,nan,nan,800.53,0.0,0,0.0,0.0
04/25/2019,800.0,nan,nan,800.53,0.0,0,0.0,0.0
04/30/2019,800.0,nan,nan,800.53,0.0,0,0.0,0.0
05/02/2019,800.0,nan,nan,800.53,0.0,0,0.0,0.0
05/03/2019,800.0,nan,nan,800.53,0.0,0,0.0,0.0
05/06/2019,800.0,nan,nan,800.53,0.0,0,0.0,0.0
05/07/2019,800.0,nan,nan,800.53,0.0,0,0.0,0.0
05/08/2019,800.0,nan,nan,800.53,0.0,0,0.0,0.0
05/09/2019,800.0,nan,nan,800.53,0.0,0,0.0,0.0
05/10/2019,800.0,nan,nan,800.53,0.0,0,0.0,0.0
05/13/2019,800.0,nan,nan,800.53,0.0,0,0.0,0.0
05/14/2019,800.0,nan,nan,800.53,0.0,0,0.0,0.0
05/15/2019,800.0,nan,nan,800.53,0.0,0,0.0,0.0
05/16/2019,800.0,nan,nan,800.53,0.0,0,0.0,0.0
05/17/2019,781.0,800.0,781.0,790.69,-1.23,196,154976.0,154976.0
05/20/2019,781.0,nan,nan,790.69,0.0,0,0.0,0.0
05/21/2019,781.0,nan,nan,790.69,0.0,0,0.0,0.0
05/22/2019,781.0,nan,nan,790.69,0.0,0,0.0,0.0
05/23/2019,781.0,nan,nan,790.69,0.0,0,0.0,0.0
05/27/2019,781.0,nan,nan,790.69,0.0,0,0.0,0.0
05/28/2019,781.0,nan,nan,790.69,0.0,0,0.0,0.0
05/29/2019,781.0,nan,nan,790.69,0.0,0,0.0,0.0
05/30/2019,781.0,nan,nan,790.69,0.0,0,0.0,0.0
05/31/2019,781.0,nan,nan,790.69,0.0,0,0.0,0.0
06/03/2019,781.0,nan,nan,790.69,0.0,0,0.0,0.0
06/05/2019,781.0,nan,nan,790.69,0.0,0,0.0,0.0
06/06/2019,781.0,nan,nan,790.69,0.0,0,0.0,0.0
06/07/2019,781.0,nan,nan,790.69,0.0,0,0.0,0.0
06/10/2019,781.0,nan,nan,790.69,0.0,0,0.0,0.0
06/11/2019,781.0,nan,nan,790.69,0.0,0,0.0,0.0
06/12/2019,781.0,nan,nan,790.69,0.0,0,0.0,0.0
06/13/2019,781.0,nan,nan,790.69,0.0,0,0.0,0.0
06/17/2019,781.0,nan,nan,790.69,0.0,0,0.0,0.0
06/18/2019,781.0,nan,nan,790.69,0.0,0,0.0,0.0
06/19/2019,781.0,nan,nan,790.69,0.0,0,0.0,0.0
06/20/2019,781.0,nan,nan,790.69,0.0,0,0.0,0.0
06/21/2019,781.0,nan,nan,790.69,0.0,0,0.0,0.0
06/24/2019,781.0,nan,nan,790.69,0.0,0,0.0,0.0
06/25/2019,781.0,nan,nan,790.69,0.0,0,0.0,0.0
06/26/2019,781.0,nan,nan,790.69,0.0,0,0.0,0.0
06/27/2019,781.0,nan,nan,790.69,0.0,0,0.0,0.0
06/28/2019,800.0,800.0,800.0,800.0,1.18,20,16000.0,16000.0
07/01/2019,800.0,nan,nan,800.0,0.0,0,0.0,0.0
07/02/2019,800.0,nan,nan,800.0,0.0,0,0.0,0.0
07/03/2019,800.0,nan,nan,800.0,0.0,0,0.0,0.0
07/04/2019,800.0,nan,nan,800.0,0.0,0,0.0,0.0
07/05/2019,800.0,nan,nan,800.0,0.0,0,0.0,0.0
07/08/2019,800.0,nan,nan,800.0,0.0,0,0.0,0.0
07/09/2019,800.0,nan,nan,800.0,0.0,0,0.0,0.0
07/10/2019,800.0,nan,nan,800.0,0.0,0,0.0,0.0
07/11/2019,730.0,730.0,730.0,730.0,-8.75,40,29200.0,29200.0
07/12/2019,730.0,nan,nan,730.0,0.0,0,0.0,0.0
07/15/2019,730.0,nan,nan,730.0,0.0,0,0.0,0.0
07/16/2019,730.0,nan,nan,730.0,0.0,0,0.0,0.0
07/17/2019,730.0,nan,nan,730.0,0.0,0,0.0,0.0
07/18/2019,730.0,nan,nan,730.0,0.0,0,0.0,0.0
07/19/2019,730.0,nan,nan,730.0,0.0,0,0.0,0.0
07/22/2019,730.0,nan,nan,730.0,0.0,0,0.0,0.0
07/23/2019,730.0,nan,nan,730.0,0.0,0,0.0,0.0
07/24/2019,730.0,nan,nan,730.0,0.0,0,0.0,0.0
07/25/2019,730.0,nan,nan,730.0,0.0,0,0.0,0.0
07/26/2019,730.0,nan,nan,730.0,0.0,0,0.0,0.0
07/29/2019,730.0,nan,nan,730.0,0.0,0,0.0,0.0
07/30/2019,730.0,nan,nan,730.0,0.0,0,0.0,0.0
07/31/2019,730.0,nan,nan,730.0,0.0,0,0.0,0.0
08/01/2019,730.0,nan,nan,730.0,0.0,0,0.0,0.0
08/05/2019,730.0,nan,nan,730.0,0.0,0,0.0,0.0
08/06/2019,730.0,nan,nan,730.0,0.0,0,0.0,0.0
08/07/2019,730.0,nan,nan,730.0,0.0,0,0.0,0.0
08/08/2019,730.0,nan,nan,730.0,0.0,0,0.0,0.0
08/09/2019,730.0,nan,nan,730.0,0.0,0,0.0,0.0
08/12/2019,730.0,nan,nan,730.0,0.0,0,0.0,0.0
08/13/2019,730.0,nan,nan,730.0,0.0,0,0.0,0.0
08/14/2019,730.0,nan,nan,730.0,0.0,0,0.0,0.0
08/15/2019,730.0,nan,nan,730.0,0.0,0,0.0,0.0
08/16/2019,730.0,nan,nan,730.0,0.0,0,0.0,0.0
08/19/2019,730.0,nan,nan,730.0,0.0,0,0.0,0.0
08/20/2019,730.0,nan,nan,730.0,0.0,0,0.0,0.0
08/21/2019,730.0,nan,nan,730.0,0.0,0,0.0,0.0
08/22/2019,730.0,nan,nan,730.0,0.0,0,0.0,0.0
08/23/2019,730.0,nan,nan,730.0,0.0,0,0.0,0.0
08/26/2019,730.0,nan,nan,730.0,0.0,0,0.0,0.0
08/27/2019,730.0,nan,nan,730.0,0.0,0,0.0,0.0
08/29/2019,730.0,nan,nan,730.0,0.0,0,0.0,0.0
08/30/2019,730.0,nan,nan,730.0,0.0,0,0.0,0.0
09/02/2019,730.0,nan,nan,730.0,0.0,0,0.0,0.0
09/03/2019,730.0,nan,nan,730.0,0.0,0,0.0,0.0
09/04/2019,730.0,nan,nan,730.0,0.0,0,0.0,0.0
09/05/2019,730.0,nan,nan,730.0,0.0,0,0.0,0.0
09/06/2019,730.0,nan,nan,730.0,0.0,0,0.0,0.0
09/10/2019,730.0,nan,nan,730.0,0.0,0,0.0,0.0
09/11/2019,730.0,nan,nan,730.0,0.0,0,0.0,0.0
09/12/2019,730.0,nan,nan,730.0,0.0,0,0.0,0.0
09/13/2019,730.0,nan,nan,730.0,0.0,0,0.0,0.0
09/16/2019,730.0,nan,nan,730.0,0.0,0,0.0,0.0
09/17/2019,730.0,nan,nan,730.0,0.0,0,0.0,0.0
09/18/2019,730.0,nan,nan,730.0,0.0,0,0.0,0.0
09/19/2019,730.0,nan,nan,730.0,0.0,0,0.0,0.0
09/20/2019,730.0,nan,nan,730.0,0.0,0,0.0,0.0
09/23/2019,730.0,nan,nan,730.0,0.0,0,0.0,0.0
09/24/2019,751.0,751.0,751.0,751.0,2.88,220,165220.0,165220.0
09/25/2019,751.0,nan,nan,751.0,0.0,0,0.0,0.0
09/26/2019,751.0,nan,nan,751.0,0.0,0,0.0,0.0
09/27/2019,751.0,nan,nan,751.0,0.0,0,0.0,0.0
09/30/2019,751.0,nan,nan,751.0,0.0,0,0.0,0.0
10/01/2019,751.0,nan,nan,751.0,0.0,0,0.0,0.0
10/02/2019,751.0,nan,nan,751.0,0.0,0,0.0,0.0
10/03/2019,751.0,nan,nan,751.0,0.0,0,0.0,0.0
10/04/2019,751.0,nan,nan,751.0,0.0,0,0.0,0.0
10/07/2019,751.0,nan,nan,751.0,0.0,0,0.0,0.0
10/08/2019,751.0,nan,nan,751.0,0.0,0,0.0,0.0
10/09/2019,751.0,nan,nan,751.0,0.0,0,0.0,0.0
10/10/2019,751.0,nan,nan,751.0,0.0,0,0.0,0.0
10/14/2019,650.0,650.0,650.0,650.0,-13.45,15,9750.0,9750.0
10/15/2019,650.0,nan,nan,650.0,0.0,0,0.0,0.0
10/16/2019,650.0,nan,nan,650.0,0.0,0,0.0,0.0
10/17/2019,650.0,nan,nan,650.0,0.0,0,0.0,0.0
10/18/2019,650.0,nan,nan,650.0,0.0,0,0.0,0.0
10/21/2019,650.0,nan,nan,650.0,0.0,0,0.0,0.0
10/22/2019,650.0,650.0,650.0,650.0,0.0,149,96850.0,96850.0
10/24/2019,650.0,nan,nan,650.0,0.0,0,0.0,0.0
10/25/2019,650.0,nan,nan,650.0,0.0,0,0.0,0.0
10/28/2019,650.0,nan,nan,650.0,0.0,0,0.0,0.0
10/29/2019,650.0,nan,nan,650.0,0.0,0,0.0,0.0
10/30/2019,650.0,nan,nan,650.0,0.0,0,0.0,0.0
10/31/2019,650.0,nan,nan,650.0,0.0,0,0.0,0.0
11/01/2019,650.0,nan,nan,650.0,0.0,0,0.0,0.0
11/04/2019,650.0,nan,nan,650.0,0.0,0,0.0,0.0
11/05/2019,650.0,nan,nan,650.0,0.0,0,0.0,0.0
11/06/2019,650.0,nan,nan,650.0,0.0,0,0.0,0.0
11/07/2019,650.0,nan,nan,650.0,0.0,0,0.0,0.0
11/08/2019,650.0,nan,nan,650.0,0.0,0,0.0,0.0
11/11/2019,650.0,nan,nan,650.0,0.0,0,0.0,0.0
11/12/2019,650.0,nan,nan,650.0,0.0,0,0.0,0.0
11/13/2019,650.0,nan,nan,650.0,0.0,0,0.0,0.0
11/14/2019,650.0,nan,nan,650.0,0.0,0,0.0,0.0
11/15/2019,650.0,nan,nan,650.0,0.0,0,0.0,0.0
11/18/2019,650.0,nan,nan,650.0,0.0,0,0.0,0.0
11/19/2019,650.0,nan,nan,650.0,0.0,0,0.0,0.0
11/20/2019,650.0,nan,nan,650.0,0.0,0,0.0,0.0
11/21/2019,650.0,nan,nan,650.0,0.0,0,0.0,0.0
11/22/2019,650.0,nan,nan,650.0,0.0,0,0.0,0.0
11/25/2019,650.0,nan,nan,650.0,0.0,0,0.0,0.0
11/26/2019,650.0,nan,nan,650.0,0.0,0,0.0,0.0
11/27/2019,650.0,nan,nan,650.0,0.0,0,0.0,0.0
11/28/2019,601.0,601.0,601.0,601.0,-7.54,37,22237.0,22237.0
11/29/2019,601.0,nan,nan,601.0,0.0,0,0.0,0.0
12/02/2019,601.0,nan,nan,601.0,0.0,0,0.0,0.0
12/03/2019,601.0,nan,nan,601.0,0.0,0,0.0,0.0
12/04/2019,601.0,nan,nan,601.0,0.0,0,0.0,0.0
12/05/2019,601.0,nan,nan,601.0,0.0,0,0.0,0.0
12/06/2019,601.0,nan,nan,601.0,0.0,0,0.0,0.0
12/10/2019,601.0,nan,nan,601.0,0.0,0,0.0,0.0
12/11/2019,601.0,nan,nan,601.0,0.0,0,0.0,0.0
12/12/2019,601.0,nan,nan,601.0,0.0,0,0.0,0.0
12/13/2019,601.0,nan,nan,601.0,0.0,0,0.0,0.0
12/16/2019,601.0,nan,nan,601.0,0.0,0,0.0,0.0
12/17/2019,601.0,nan,nan,601.0,0.0,0,0.0,0.0
12/18/2019,601.0,nan,nan,601.0,0.0,0,0.0,0.0
12/19/2019,601.0,nan,nan,601.0,0.0,0,0.0,0.0
12/20/2019,601.0,nan,nan,601.0,0.0,0,0.0,0.0
12/23/2019,601.0,nan,nan,601.0,0.0,0,0.0,0.0
12/24/2019,601.0,601.0,601.0,601.0,0.0,232,139432.0,139432.0
12/25/2019,583.0,583.0,583.0,583.0,-3.0,23,13409.0,13409.0
12/26/2019,583.0,nan,nan,583.0,0.0,0,0.0,0.0
12/27/2019,584.0,584.0,584.0,584.0,0.17,130,75920.0,75920.0
12/30/2019,584.0,nan,nan,584.0,0.0,0,0.0,0.0
01/02/2020,584.0,nan,nan,584.0,0.0,0,0.0,0.0
01/03/2020,584.0,nan,nan,584.0,0.0,0,0.0,0.0
01/08/2020,584.0,nan,nan,584.0,0.0,0,0.0,0.0
01/09/2020,584.0,nan,nan,584.0,0.0,0,0.0,0.0
01/10/2020,584.0,nan,nan,584.0,0.0,0,0.0,0.0
01/13/2020,584.0,nan,nan,584.0,0.0,0,0.0,0.0
01/14/2020,584.0,nan,nan,584.0,0.0,0,0.0,0.0
01/15/2020,584.0,nan,nan,584.0,0.0,0,0.0,0.0
01/16/2020,584.0,nan,nan,584.0,0.0,0,0.0,0.0
01/17/2020,567.0,567.0,567.0,567.0,-2.91,30,17010.0,17010.0
01/20/2020,567.0,nan,nan,567.0,0.0,0,0.0,0.0
01/21/2020,567.0,nan,nan,567.0,0.0,0,0.0,0.0
01/22/2020,567.0,567.0,567.0,567.0,0.0,8,4536.0,4536.0
01/23/2020,567.0,nan,nan,567.0,0.0,0,0.0,0.0
01/24/2020,567.0,nan,nan,567.0,0.0,0,0.0,0.0
01/27/2020,567.0,nan,nan,567.0,0.0,0,0.0,0.0
01/28/2020,567.0,nan,nan,567.0,0.0,0,0.0,0.0
01/29/2020,567.0,nan,nan,567.0,0.0,0,0.0,0.0
01/30/2020,567.0,nan,nan,567.0,0.0,0,0.0,0.0
01/31/2020,567.0,nan,nan,567.0,0.0,0,0.0,0.0
02/03/2020,567.0,nan,nan,567.0,0.0,0,0.0,0.0
02/04/2020,567.0,nan,nan,567.0,0.0,0,0.0,0.0
02/05/2020,567.0,nan,nan,567.0,0.0,0,0.0,0.0
02/06/2020,567.0,nan,nan,567.0,0.0,0,0.0,0.0
02/07/2020,567.0,nan,nan,567.0,0.0,0,0.0,0.0
02/10/2020,567.0,nan,nan,567.0,0.0,0,0.0,0.0
02/11/2020,567.0,nan,nan,567.0,0.0,0,0.0,0.0
02/12/2020,567.0,nan,nan,567.0,0.0,0,0.0,0.0
02/13/2020,567.0,nan,nan,567.0,0.0,0,0.0,0.0
02/14/2020,567.0,nan,nan,567.0,0.0,0,0.0,0.0
02/17/2020,550.0,550.0,550.0,550.0,-3.0,102,56100.0,56100.0
02/18/2020,550.0,nan,nan,550.0,0.0,0,0.0,0.0
02/19/2020,550.0,nan,nan,550.0,0.0,0,0.0,0.0
02/20/2020,550.0,nan,nan,550.0,0.0,0,0.0,0.0
02/21/2020,550.0,nan,nan,550.0,0.0,0,0.0,0.0
02/24/2020,550.0,nan,nan,550.0,0.0,0,0.0,0.0
02/25/2020,550.0,nan,nan,550.0,0.0,0,0.0,0.0
02/26/2020,550.0,nan,nan,550.0,0.0,0,0.0,0.0
02/27/2020,550.0,nan,nan,550.0,0.0,0,0.0,0.0
02/28/2020,550.0,nan,nan,550.0,0.0,0,0.0,0.0
03/02/2020,550.0,nan,nan,550.0,0.0,0,0.0,0.0
03/03/2020,600.0,600.0,600.0,600.0,9.09,111,66600.0,66600.0
03/04/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
03/05/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
03/06/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
03/09/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
03/10/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
03/11/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
03/12/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
03/13/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
03/16/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
03/17/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
03/18/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
03/19/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
03/20/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
03/23/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
03/24/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
03/25/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
03/26/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
03/27/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
03/30/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
03/31/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
04/01/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
04/02/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
04/03/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
04/06/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
04/07/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
04/08/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
04/09/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
04/10/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
04/13/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
04/14/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
04/15/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
04/16/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
04/21/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
04/22/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
04/23/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
04/24/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
04/27/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
04/28/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
04/29/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
04/30/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
05/04/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
05/05/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
05/06/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
05/07/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
05/08/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
05/11/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
05/12/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
05/13/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
05/14/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
05/15/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
05/18/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
05/19/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
05/20/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
05/21/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
05/22/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
05/26/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
05/27/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
05/28/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
05/29/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
06/01/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
06/02/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
06/03/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
06/04/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
06/08/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
06/09/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
06/10/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
06/11/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
06/12/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
06/15/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
06/16/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
06/17/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
06/18/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
06/19/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
06/22/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
06/23/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
06/24/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
06/25/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
06/26/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
06/29/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
06/30/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
07/01/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
07/02/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
07/03/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
07/06/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
07/07/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
07/08/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
07/09/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
07/10/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
07/13/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
07/14/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
07/16/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
07/17/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
07/20/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
07/21/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
07/22/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
07/23/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
07/24/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
07/27/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
07/28/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
07/29/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
07/30/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
07/31/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
08/04/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
08/05/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
08/06/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
08/07/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
08/10/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
08/11/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
08/12/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
08/13/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
08/14/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
08/17/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
08/18/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
08/19/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
08/20/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
08/21/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
08/24/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
08/25/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
08/26/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
08/27/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
08/31/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
09/01/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
09/02/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
09/03/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
09/04/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
09/07/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
09/09/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
09/10/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
09/11/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
09/14/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
09/15/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
09/16/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
09/17/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
09/18/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
09/21/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
09/22/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
09/23/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
09/24/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
09/25/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
09/28/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
09/29/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
09/30/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
10/01/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
10/02/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
10/05/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
10/06/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
10/07/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
10/08/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
10/09/2020,600.0,nan,nan,600.0,0.0,0,0.0,0.0
10/13/2020,431.0,431.0,431.0,431.0,-28.17,10,4310.0,4310.0
10/14/2020,431.0,nan,nan,431.0,0.0,0,0.0,0.0
10/15/2020,431.0,431.0,431.0,431.0,0.0,39,16809.0,16809.0
10/16/2020,431.0,nan,nan,431.0,0.0,0,0.0,0.0
10/19/2020,431.0,nan,nan,431.0,0.0,0,0.0,0.0
10/20/2020,431.0,nan,nan,431.0,0.0,0,0.0,0.0
10/21/2020,431.0,nan,nan,431.0,0.0,0,0.0,0.0
10/22/2020,431.0,nan,nan,431.0,0.0,0,0.0,0.0
10/26/2020,431.0,nan,nan,431.0,0.0,0,0.0,0.0
10/27/2020,431.0,nan,nan,431.0,0.0,0,0.0,0.0
10/28/2020,431.0,nan,nan,431.0,0.0,0,0.0,0.0
10/29/2020,431.0,nan,nan,431.0,0.0,0,0.0,0.0
10/30/2020,431.0,nan,nan,431.0,0.0,0,0.0,0.0
11/02/2020,431.0,nan,nan,431.0,0.0,0,0.0,0.0
11/03/2020,431.0,nan,nan,431.0,0.0,0,0.0,0.0
11/04/2020,431.0,nan,nan,431.0,0.0,0,0.0,0.0
11/05/2020,431.0,nan,nan,431.0,0.0,0,0.0,0.0
11/06/2020,431.0,nan,nan,431.0,0.0,0,0.0,0.0
